"word","speaker","segment","duration","group","u","speakerID","sessionID"
"grupinho","H1","in",0.158465081821372,"dim","com_u","H","1"
"grupinho","B1","in",0.121280134823579,"dim","sem_u","B","1"
"grupinho","P2","in",0.204612554505815,"dim","sem_u","P","2"
"grupinho","G2","in",0.154841933139537,"dim","sem_u","G","2"
"grupinho","I2","in",0.18039466594827,"dim","sem_u","I","2"
"grupinho","H2","in",0.165139303077382,"dim","sem_u","H","2"
"grupinho","F2","in",0.116894217998194,"dim","com_u","F","2"
"grupinho","O1","in",0.184399198701897,"dim","sem_u","O","1"
"grupinho","C2","in",0.144735255237578,"dim","com_u","C","2"
"grupinho","R2","in",0.134247193263832,"dim","sem_u","R","2"
"grupinho","Q1","in",0.179345859750902,"dim","sem_u","Q","1"
"grupinho","D1","in",0.165139303077382,"dim","sem_u","D","1"
"grupinho","E1","in",0.0945832497995163,"dim","com_u","E","1"
"grupinho","I1","in",0.182301586307133,"dim","sem_u","I","1"
"grupinho","Q2","in",0.159227849964935,"dim","com_u","Q","2"
"grupinho","G1","in",0.188022347383722,"dim","sem_u","G","1"
"grupinho","C1","in",0.180346397610794,"dim","com_u","C","1"
"grupinho","E2","in",0.109838612670416,"dim","com_u","E","2"
"grupinho","D2","in",0.119182522428815,"dim","sem_u","D","2"
"grupinho","O2","in",0.182301586307133,"dim","sem_u","O","2"
"grupinho","J1","in",0.173148368584602,"dim","sem_u","J","1"
"grupinho","M1","in",0.234932588211706,"dim","sem_u","M","1"
"grupinho","B2","in",0.135009961407377,"dim","sem_u","B","2"
"jobim","A1","im",0.221202761627907,"im","sem_u","A","1"
"jobim","Q2","im",0.18115743409183,"im","sem_u","Q","2"
"jobim","E1","im",0.175436673015237,"im","sem_u","E","1"
"jobim","J2","im",0.187640963311949,"im","sem_u","J","2"
"jobim","G1","im",0.172385600441059,"im","sem_u","G","1"
"jobim","N2","im",0.0972529383019207,"im","sem_u","N","2"
"jobim","C2","im",0.230355979350442,"im","sem_u","C","2"
"jobim","P2","im",0.266968850240573,"im","sem_u","P","2"
"jobim","Q1","im",0.308492041054784,"im","sem_u","Q","1"
"jobim","R2","im",0.192598956244986,"im","sem_u","R","2"
"jobim","F1","im",0.12700089590016,"im","sem_u","F","1"
"jobim","B2","im",0.199082485465116,"im","sem_u","B","2"
"jobim","H1","im",0.202514942111066,"im","sem_u","H","1"
"jobim","O2","im",0.210905391690062,"im","sem_u","O","2"
"jobim","F2","im",0.182301586307137,"im","sem_u","F","2"
"jobim","N1","im",0.205947398757019,"im","sem_u","N","1"
"jobim","A2","im",0.243323037790695,"im","sem_u","A","2"
"jobim","H2","im",0.112126917101044,"im","sem_u","H","2"
"jobim","P1","im",0.317311547714515,"im","sem_u","P","1"
"jobim","R1","im",0.299767880412991,"im","sem_u","R","1"
"jobim","E2","im",0.163995150862071,"im","sem_u","E","2"
"jobim","G2","im",0.209761239474737,"im","sem_u","G","2"
"jobim","I1","im",0.278791756465523,"im","sem_u","I","1"
"jobim","B1","im",0.134247193263832,"im","sem_u","B","1"
