"word","speaker","duration","group","u","speakerID","sessionID","segment"
"jobim","N1",0.584463503989539,"im","sem_u","N",1,"im"
"jobim","A2",0.499613134021651,"im","sem_u","A",2,"im"
"jobim","H2",0.376135300639916,"im","sem_u","H",2,"im"
"jobim","P1",0.611434353363089,"im","sem_u","P",1,"im"
"jobim","R1",0.491222684442663,"im","sem_u","R",1,"im"
"jobim","E2",0.386723448777062,"im","sem_u","E",2,"im"
"jobim","G2",0.434386130730033,"im","sem_u","G",2,"im"
"jobim","I1",0.718347566309419,"im","sem_u","I",1,"im"
"jobim","B1",0.42486185595429,"im","sem_u","B",1,"im"
"jobim","O1",0.710611479068376,"im","sem_u","O",1,"im"
"jobim","I2",0.57084716692216,"im","sem_u","I",2,"im"
"jobim","D2",0.299005112269434,"im","sem_u","D",2,"im"
"jobim","D1",0.361108687881732,"im","sem_u","D",1,"im"
"jobim","C1",0.486377501185393,"im","sem_u","C",1,"im"
"jobim","J1",0.367712497666394,"im","sem_u","J",1,"im"
"jobim","M2",0.515615059384359,"im","sem_u","M",2,"im"
"jobim","M1",0.626567976509506,"im","sem_u","M",1,"im"
"limpinho","H2",0.52801398365304,"dim","sem_u","H",2,"in"
"limpinho","A1",0.556057976643945,"dim","sem_u","A",1,"in"
"limpinho","O2",0.470064580910432,"dim","sem_u","O",2,"in"
"limpinho","Q2",0.43697618147894,"dim","sem_u","Q",2,"in"
"limpinho","E2",0.542617638112006,"dim","com_u","E",2,"in"
"limpinho","Q1",0.420848672042776,"dim","sem_u","Q",1,"in"
"limpinho","B1",0.37146808590618,"dim","sem_u","B",1,"in"
"limpinho","N1",0.449920391751064,"dim","sem_u","N",1,"in"
"limpinho","F2",0.45606018225493,"dim","sem_u","F",2,"in"
"limpinho","B2",0.476730089715346,"dim","sem_u","B",2,"in"
"limpinho","C1",0.529096999626923,"dim","sem_u","C",1,"in"
"limpinho","G1",0.446068651240513,"dim","sem_u","G",1,"in"
"limpinho","J2",0.418849525515284,"dim","sem_u","J",2,"in"
"limpinho","C2",0.57466771091589,"dim","sem_u","C",2,"in"
"limpinho","I1",0.464511039621584,"dim","sem_u","I",1,"in"
"limpinho","A2",0.519766234781827,"dim","sem_u","A",2,"in"
"limpinho","I2",0.470654125858616,"dim","com_u","I",2,"in"
"limpinho","P1",0.554931596416079,"dim","com_u","P",1,"in"
"limpinho","H1",0.546365254586579,"dim","sem_u","H",1,"in"
"limpinho","D2",0.364389363110732,"dim","sem_u","D",2,"in"
"limpinho","P2",0.484716009821611,"dim","sem_u","P",2,"in"
"limpinho","R1",0.424910639089767,"dim","com_u","R",1,"in"
"limpinho","M2",0.426311984085032,"dim","sem_u","M",2,"in"
"limpinho","O1",0.464978795078409,"dim","sem_u","O",1,"in"
"limpinho","D1",0.400370571245418,"dim","com_u","D",1,"in"
"limpinho","E1",0.411715856937507,"dim","com_u","E",1,"in"
"limpinho","N2",0.655398443658939,"dim","sem_u","N",2,"in"
"limpinho","G2",0.414737726683896,"dim","sem_u","G",2,"in"
"limpinho","R2",0.520588360578671,"dim","sem_u","R",2,"in"
"limpinho","J1",0.449419713899967,"dim","sem_u","J",1,"in"
"limpinho","M1",0.561404729921961,"dim","sem_u","M",1,"in"
"pequim","P1",0.509390390169976,"im","sem_u","P",1,"im"
"pequim","R2",0.343702694850805,"im","sem_u","R",2,"im"
"pequim","P2",0.488188818004858,"im","sem_u","P",2,"im"
"pequim","C1",0.547596449691099,"im","sem_u","C",1,"im"
"pequim","G1",0.464525799418603,"im","sem_u","G",1,"im"
"pequim","F2",0.328753069867687,"im","sem_u","F",2,"im"
"pequim","I1",0.44453095311583,"im","sem_u","I",1,"im"
"pequim","C2",0.518200346935416,"im","sem_u","C",2,"im"
"pequim","A2",0.469865176423411,"im","sem_u","A",2,"im"
"pequim","J1",0.366281606243987,"im","sem_u","J",1,"im"
"pequim","E1",0.310649136051531,"im","sem_u","E",1,"im"
"pequim","Q1",0.431371601845115,"im","sem_u","Q",1,"in"
"pequim","J2",0.381956147879905,"im","sem_u","J",2,"im"
"pequim","G2",0.363077636327191,"im","sem_u","G",2,"im"
"pequim","E2",0.387486216920621,"im","sem_u","E",2,"im"
"pequim","A1",0.469102408279859,"im","sem_u","A",1,"im"
"pequim","F1",0.403814736696248,"im","sem_u","F",1,"im"
"pequim","H2",0.394644285201679,"im","sem_u","H",2,"im"
"pequim","H1",0.421598570104365,"im","sem_u","H",1,"im"
"pequim","N2",0.388128260855311,"im","sem_u","N",2,"im"
"pequim","O1",0.452454326279906,"im","sem_u","O",1,"im"
"pequim","M2",0.41881303855584,"im","sem_u","M",2,"im"
"pequim","Q2",0.357541184447484,"im","sem_u","Q",2,"im"
"pequim","N1",0.362687149053684,"im","sem_u","N",1,"im"
"pequim","D1",0.390011173220969,"im","sem_u","D",1,"im"
"pequim","M1",0.465753994258272,"im","sem_u","M",1,"im"
"pequim","B1",0.261094198383034,"im","sem_u","B",1,"im"
"pequim","B2",0.294428503408184,"im","sem_u","B",2,"im"
"pequim","D2",0.30525988196122,"im","sem_u","D",2,"im"
"pequim","O2",0.415231318967884,"im","sem_u","O",2,"im"
"pequim","R1",0.406018405510721,"im","sem_u","R",1,"im"
"pequim","I2",0.433252786147477,"im","sem_u","I",2,"im"
"pouquinho","E1",0.329897222082991,"dim","com_u","E",1,"in"
"pouquinho","R1",0.377215500158684,"dim","sem_u","R",1,"in"
"pouquinho","Q2",0.327781979481131,"dim","sem_u","Q",2,"in"
"pouquinho","D1",0.325980538079617,"dim","sem_u","D",1,"in"
"pouquinho","I1",0.419433140834085,"dim","sem_u","I",1,"in"
"pouquinho","O1",0.42950487339456,"dim","sem_u","O",1,"in"
"pouquinho","N1",0.339820694933724,"dim","sem_u","N",1,"in"
"pouquinho","P2",0.420243721007566,"dim","com_u","P",2,"in"
"pouquinho","I2",0.368901403565076,"dim","sem_u","I",2,"in"
"pouquinho","F1",0.544764811238224,"dim","com_u","F",1,"in"
"pouquinho","M2",0.399857010293061,"dim","com_u","M",2,"in"
"pouquinho","R2",0.322819685927897,"dim","sem_u","R",2,"in"
"pouquinho","N2",0.483875948832321,"dim","com_u","N",2,"in"
"pouquinho","J2",0.362007493900009,"dim","sem_u","J",2,"in"
"pouquinho","A1",0.565211194366469,"dim","sem_u","A",1,"in"
"pouquinho","M1",0.438438769754768,"dim","sem_u","M",1,"in"
"pouquinho","C1",0.661889871643723,"dim","sem_u","C",1,"in"
"pouquinho","G2",0.410369261226947,"dim","sem_u","G",2,"in"
"pouquinho","G1",0.426130219402779,"dim","com_u","G",1,"in"
"pouquinho","A2",0.524784482758605,"dim","sem_u","A",2,"in"
"pouquinho","F2",0.402372632829568,"dim","com_u","F",2,"in"
"pouquinho","Q1",0.396624028493779,"dim","com_u","Q",1,"in"
"pouquinho","D2",0.286465099056699,"dim","sem_u","D",2,"in"
"pouquinho","E2",0.420285247093048,"dim","sem_u","E",2,"in"
"pouquinho","H1",0.461374057238402,"dim","sem_u","H",1,"in"
"pouquinho","P1",0.46255558834666,"dim","sem_u","P",1,"in"
