"word","speaker","duration","group","u","speakerID","sessionID","segment"
"pouquinho","H2",0.378567919238435,"dim","sem_u","H",2,"in"
"pouquinho","B2",0.312750171985343,"dim","com_u","B",2,"in"
"pouquinho","O2",0.38289930284634,"dim","sem_u","O",2,"in"
"pouquinho","C2",0.454609813552509,"dim","sem_u","C",2,"in"
"pouquinho","J1",0.404216154782375,"dim","sem_u","J",1,"in"
"pouquinho","B1",0.364603172614281,"dim","com_u","B",1,"in"
"sozinho","C1",0.585853661146345,"inho","com_u","C",1,"in"
"sozinho","O1",0.570007925222605,"inho","sem_u","O",1,"in"
"sozinho","P1",0.52766855897039,"inho","com_u","P",1,"in"
"sozinho","B2",0.588094238672831,"inho","com_u","B",2,"in"
"sozinho","I1",0.637425601089433,"inho","com_u","I",1,"in"
"sozinho","G1",0.517165879887088,"inho","sem_u","G",1,"in"
"sozinho","A1",0.554532440356837,"inho","sem_u","A",1,"in"
"sozinho","Q2",0.459309483047321,"inho","com_u","Q",2,"in"
"sozinho","M2",0.408290735780255,"inho","com_u","M",2,"in"
"sozinho","D1",0.397392423934264,"inho","sem_u","D",1,"in"
"sozinho","A2",0.702156329148487,"inho","sem_u","A",2,"in"
"sozinho","I2",0.640351695898133,"inho","com_u","I",2,"in"
"sozinho","H1",0.477717932385659,"inho","sem_u","H",1,"in"
"sozinho","C2",0.438373208558836,"inho","sem_u","C",2,"in"
"sozinho","E2",0.508641517369199,"inho","com_u","E",2,"in"
"sozinho","R1",0.507434422045876,"inho","com_u","R",1,"in"
"sozinho","F2",0.486204721987519,"inho","sem_u","F",2,"in"
"sozinho","J1",0.546116059646266,"inho","sem_u","J",1,"in"
"sozinho","D2",0.36489394428466,"inho","sem_u","D",2,"in"
"sozinho","B1",0.540039845629508,"inho","com_u","B",1,"in"
"sozinho","R2",0.51563036764562,"inho","sem_u","R",2,"in"
"sozinho","P2",0.514947338437665,"inho","sem_u","P",2,"in"
"sozinho","N2",0.450859718138624,"inho","sem_u","N",2,"in"
"sozinho","H2",0.40234384409888,"inho","sem_u","H",2,"in"
"sozinho","F1",0.528093560812238,"inho","sem_u","F",1,"in"
"sozinho","O2",0.6406689872478,"inho","sem_u","O",2,"in"
"sozinho","M1",0.499777391097744,"inho","sem_u","M",1,"in"
"sozinho","Q1",0.537551586845666,"inho","sem_u","Q",1,"in"
"sozinho","G2",0.521282255583166,"inho","sem_u","G",2,"in"
"sozinho","E1",0.36002656375301,"inho","com_u","E",1,"in"
"sozinho","N1",0.506448905851325,"inho","sem_u","N",1,"in"
"sozinho","J2",0.519620528547385,"inho","sem_u","J",2,"in"
"tempinho","G1",0.443735992320864,"dim","sem_u","G",1,"in"
"tempinho","E2",0.38300758255005,"dim","com_u","E",2,"in"
"tempinho","D2",0.406309224446773,"dim","sem_u","D",2,"in"
"tempinho","P1",0.538459318008591,"dim","com_u","P",1,"in"
"tempinho","O1",0.41621290225828,"dim","sem_u","O",1,"in"
"tempinho","M1",0.427663658421443,"dim","com_u","M",1,"in"
"tempinho","C2",0.412319235872062,"dim","sem_u","C",2,"in"
"tempinho","R1",0.380647956804651,"dim","sem_u","R",1,"in"
"tempinho","I2",0.460509035521824,"dim","sem_u","I",2,"in"
"tempinho","P2",0.436742680060732,"dim","sem_u","P",2,"in"
"tempinho","H2",0.491595892703984,"dim","sem_u","H",2,"in"
"tempinho","F1",0.316754617529565,"dim","sem_u","F",1,"in"
"tempinho","G2",0.364680644780961,"dim","sem_u","G",2,"in"
"tempinho","B1",0.349157117707499,"dim","sem_u","B",1,"in"
"tempinho","N2",0.436720812930176,"dim","sem_u","N",2,"in"
"tempinho","J1",0.433442997569163,"dim","com_u","J",1,"in"
"tempinho","M2",0.461279035649881,"dim","sem_u","M",2,"in"
"tempinho","C1",0.455312452906867,"dim","com_u","C",1,"in"
"tempinho","N1",0.378179425519008,"dim","com_u","N",1,"in"
"tempinho","J2",0.409102552369021,"dim","sem_u","J",2,"in"
"tempinho","A2",0.542328150060143,"dim","sem_u","A",2,"in"
"tempinho","R2",0.368517189357192,"dim","com_u","R",2,"in"
"tempinho","Q2",0.385073408562505,"dim","com_u","Q",2,"in"
"tempinho","Q1",0.36383410998894,"dim","com_u","Q",1,"in"
"tempinho","H1",0.395983108441378,"dim","sem_u","H",1,"in"
"tempinho","B2",0.408843724939899,"dim","com_u","B",2,"in"
"tempinho","E1",0.324176461006417,"dim","com_u","E",1,"in"
"tempinho","F2",0.382909608059343,"dim","sem_u","F",2,"in"
"tempinho","O2",0.434212623486687,"dim","sem_u","O",2,"in"
"tempinho","I1",0.450704561538714,"dim","sem_u","I",1,"in"
"tempinho","D1",0.31886995099039,"dim","sem_u","D",1,"in"
"tempinho","A1",0.33714351944667,"dim","sem_u","A",1,"in"
"ubim","C2",0.400811431008464,"im","sem_u","C",2,"im"
"ubim","R1",0.465361156575611,"im","sem_u","R",1,"im"
"ubim","J1",0.413522565362399,"im","sem_u","J",1,"im"
"ubim","Q2",0.446301404395882,"im","sem_u","Q",2,"im"
"ubim","Q1",0.386213887648523,"im","sem_u","Q",1,"im"
"ubim","E2",0.342253887304722,"im","sem_u","E",2,"im"
"ubim","A2",0.427118822313517,"im","sem_u","A",2,"im"
"ubim","D1",0.480607242337555,"im","sem_u","D",1,"im"
"ubim","E1",0.418570497041685,"im","sem_u","E",1,"im"
"ubim","C1",0.441133968155569,"im","sem_u","C",1,"im"
"ubim","F2",0.366891477044902,"im","sem_u","F",2,"im"
"ubim","H2",0.34531346948215,"im","sem_u","H",2,"im"
"ubim","F1",0.551423886571513,"im","sem_u","F",1,"im"
"ubim","J2",0.412037057078848,"im","sem_u","J",2,"im"
"ubim","G1",0.56182422909049,"im","sem_u","G",1,"im"
"ubim","I2",0.513230149671642,"im","sem_u","I",2,"im"
"ubim","N1",0.448507668404176,"im","sem_u","N",1,"im"
"ubim","P2",0.403688694689436,"im","sem_u","P",2,"im"
"ubim","N2",0.44667299138699,"im","sem_u","N",2,"im"
"ubim","D2",0.313188551475307,"im","sem_u","D",2,"im"
"ubim","P1",0.416280714339415,"im","sem_u","P",1,"im"
"ubim","B2",0.351062209363135,"im","sem_u","B",2,"im"
"ubim","A1",0.460711958700863,"im","sem_u","A",1,"im"
"ubim","O2",0.488260999267723,"im","sem_u","O",2,"im"
"ubim","H1",0.475967321571773,"im","sem_u","H",1,"im"
"ubim","R2",0.353526051903998,"im","sem_u","R",2,"im"
"ubim","G2",0.366891477044916,"im","sem_u","G",2,"im"
"ubim","O1",0.625225577643292,"im","sem_u","O",1,"im"
"ubim","M2",0.37985853548517,"im","sem_u","M",2,"im"
"ubim","M1",0.421467178560917,"im","sem_u","M",1,"im"
"ubim","I1",0.622808722905212,"im","sem_u","I",1,"im"
"ubim","B1",0.451177356906584,"im","sem_u","B",1,"im"
"vizinho","A1",0.403504347935026,"inho","sem_u","A",1,"in"
"vizinho","E1",0.339431823877305,"inho","com_u","E",1,"in"
"vizinho","H2",0.410338243905308,"inho","sem_u","H",2,"in"
"vizinho","M2",0.365602265425501,"inho","sem_u","M",2,"in"
"vizinho","Q1",0.297553801278152,"inho","com_u","Q",1,"in"
"vizinho","M1",0.482773395190954,"inho","sem_u","M",1,"in"
"vizinho","Q2",0.283940441434424,"inho","sem_u","Q",2,"in"
"vizinho","F2",0.361552100040097,"inho","sem_u","F",2,"in"
"vizinho","D1",0.366880826686252,"inho","sem_u","D",1,"in"
"vizinho","B1",0.49477465549324,"inho","sem_u","B",1,"in"
"vizinho","P1",0.455430604400576,"inho","sem_u","P",1,"in"
"vizinho","C1",0.552535984497368,"inho","sem_u","C",1,"in"
"vizinho","G1",0.329671479696913,"inho","sem_u","G",1,"in"
"vizinho","D2",0.283497957211523,"inho","sem_u","D",2,"in"
"vizinho","F1",0.427650346772808,"inho","sem_u","F",1,"in"
"vizinho","E2",0.341720128307941,"inho","sem_u","E",2,"in"
"vizinho","I2",0.419154185523539,"inho","sem_u","I",2,"in"
"vizinho","B2",0.365365940757819,"inho","sem_u","B",2,"in"
"vizinho","O1",0.438913058306699,"inho","sem_u","O",1,"in"
"vizinho","G2",0.332948294657179,"inho","sem_u","G",2,"in"
"vizinho","N1",0.486632420778811,"inho","sem_u","N",1,"in"
"vizinho","N2",0.427784648284955,"inho","sem_u","N",2,"in"
"vizinho","I1",0.429544748703496,"inho","sem_u","I",1,"in"
"vizinho","J2",0.250496428983837,"inho","sem_u","J",2,"in"
"vizinho","C2",0.373633262375506,"inho","sem_u","C",2,"in"
"vizinho","R1",0.422559074160247,"inho","sem_u","R",1,"in"
"vizinho","O2",0.418443779963308,"inho","sem_u","O",2,"in"
"vizinho","R2",0.348712346480077,"inho","sem_u","R",2,"in"
"vizinho","H1",0.60059342045038,"inho","sem_u","H",1,"in"
"vizinho","P2",0.383436204368309,"inho","sem_u","P",2,"in"
"vizinho","J1",0.34339903039546,"inho","sem_u","J",1,"in"
